log_id,withdrawal_date,amount_drawn,worker_id,item_code
3015504,2025-01-05,4,10285,ITM-1044
3015505,2024-12-18,3,10291,ITM-1065
3015506,2025-06-15,5,10264,ITM-1030
3015507,2025-09-10,3,10072,ITM-1076
3015508,2024-06-25,5,10306,ITM-1008
3015509,2024-12-28,5,10198,ITM-1039
3015510,2024-09-02,1,10415,ITM-1046
3015511,2025-07-22,5,10338,ITM-1065
3015512,2025-05-10,1,10381,ITM-1032
3015513,2025-02-10,1,10508,ITM-1009
3015514,2024-06-24,2,10218,ITM-1101
3015515,2025-08-24,5,10448,ITM-1092
3015516,2025-08-02,2,10337,ITM-1100
3015517,2025-06-04,1,10375,ITM-1092
3015518,2025-04-20,5,10328,ITM-1092
3015519,2025-12-02,2,10305,ITM-1061
3015520,2025-12-23,5,10234,ITM-1034
3015521,2025-01-21,5,10252,ITM-1078
3015522,2025-05-15,4,10406,ITM-1088
3015523,2024-05-09,1,10308,ITM-1078
3015524,2025-07-14,4,10116,ITM-1061
3015525,2025-12-14,1,10299,ITM-1064
3015526,2024-07-23,1,10346,ITM-1020
3015527,2024-04-20,4,10459,ITM-1090
3015528,2025-06-21,1,10432,ITM-1036
3015529,2025-03-18,5,10257,ITM-1023
3015530,2024-04-09,2,10086,ITM-1108
3015531,2026-02-25,4,10192,ITM-1038
3015532,2024-04-16,5,10059,ITM-1002
3015533,2025-12-05,1,10457,ITM-1009
3015534,2025-04-19,1,10456,ITM-1009
3015535,2025-02-18,1,10267,ITM-1086
3015536,2026-03-16,3,10208,ITM-1068
3015537,2025-04-22,2,10415,ITM-1040
3015538,2024-06-13,2,10348,ITM-1022
3015539,2025-10-03,3,10423,ITM-1026
3015540,2025-02-21,5,10485,ITM-1047
3015541,2024-07-23,1,10162,ITM-1091
3015542,2025-02-20,4,10381,ITM-1098
3015543,2025-09-11,3,10162,ITM-1101
3015544,2024-06-28,3,10428,ITM-1036
3015545,2026-01-24,4,10119,ITM-1044
3015546,2025-09-30,2,10448,ITM-1008
3015547,2024-05-17,4,10187,ITM-1078
3015548,2025-10-15,2,10226,ITM-1012
3015549,2024-03-21,5,10045,ITM-1100
3015550,2025-02-25,2,10492,ITM-1016
3015551,2025-07-18,2,10188,ITM-1051
3015552,2024-09-13,1,10144,ITM-1041
3015553,2025-02-10,4,10035,ITM-1024
3015554,2026-03-14,1,10460,ITM-1080
3015555,2025-01-12,5,10444,ITM-1069
3015556,2025-07-04,4,10301,ITM-1061
3015557,2025-01-24,1,10301,ITM-1060
3015558,2025-12-25,1,10014,ITM-1036
3015559,2025-06-30,2,10310,ITM-1021
3015560,2025-07-17,4,10122,ITM-1005
3015561,2025-03-10,3,10031,ITM-1017
3015562,2024-11-02,1,10192,ITM-1090
3015563,2024-04-21,4,10443,ITM-1002
3015564,2025-04-27,5,10267,ITM-1017
3015565,2026-02-18,1,10084,ITM-1009
3015566,2024-03-31,4,10446,ITM-1024
3015567,2025-07-21,1,10194,ITM-1056
3015568,2025-11-13,4,10073,ITM-1028
3015569,2024-07-14,4,10425,ITM-1006
3015570,2025-04-22,1,10448,ITM-1011
3015571,2025-06-11,4,10000,ITM-1025
3015572,2025-02-12,3,10226,ITM-1098
3015573,2024-10-01,3,10287,ITM-1016
3015574,2024-09-22,4,10267,ITM-1014
3015575,2025-08-23,3,10429,ITM-1026
3015576,2025-12-15,3,10122,ITM-1106
3015577,2025-05-29,5,10474,ITM-1045
3015578,2024-05-05,2,10099,ITM-1073
3015579,2025-11-11,1,10480,ITM-1080
3015580,2026-02-07,2,10241,ITM-1085
3015581,2024-06-17,4,10218,ITM-1062
3015582,2024-09-24,5,10243,ITM-1082
3015583,2024-09-29,2,10462,ITM-1097
3015584,2025-04-15,1,10259,ITM-1066
3015585,2024-08-24,5,10498,ITM-1041
3015586,2024-07-02,3,10171,ITM-1055
3015587,2025-06-28,2,10125,ITM-1036
3015588,2025-09-02,1,10496,ITM-1036
3015589,2024-08-28,3,10025,ITM-1055
3015590,2026-02-03,2,10488,ITM-1072
3015591,2024-07-10,2,10157,ITM-1076
3015592,2026-01-04,5,10040,ITM-1035
3015593,2026-01-27,4,10036,ITM-1056
3015594,2025-08-09,1,10356,ITM-1081
3015595,2025-01-13,4,10114,ITM-1068
3015596,2026-02-21,3,10283,ITM-1027
3015597,2024-08-01,2,10029,ITM-1049
3015598,2024-09-05,1,10190,ITM-1108
3015599,2024-09-09,5,10083,ITM-1105
3015600,2024-09-17,3,10403,ITM-1000
3015601,2025-07-28,1,10153,ITM-1054
3015602,2025-06-14,2,10434,ITM-1048
3015603,2024-07-28,3,10090,ITM-1103
3015604,2024-11-02,5,10170,ITM-1035
3015605,2025-05-29,5,10099,ITM-1109
3015606,2025-11-14,5,10286,ITM-1100
3015607,2025-04-25,3,10341,ITM-1106
3015608,2024-07-20,3,10037,ITM-1044
3015609,2024-08-30,5,10131,ITM-1075
3015610,2025-03-18,4,10149,ITM-1087
3015611,2024-09-22,3,10444,ITM-1018
3015612,2024-07-24,5,10431,ITM-1004
3015613,2025-12-22,5,10227,ITM-1069
3015614,2025-05-01,1,10421,ITM-1053
3015615,2025-01-12,4,10327,ITM-1107
3015616,2025-07-09,2,10433,ITM-1080
3015617,2026-03-01,4,10241,ITM-1067
3015618,2025-08-15,1,10066,ITM-1025
3015619,2024-11-10,4,10016,ITM-1060
3015620,2024-11-13,3,10454,ITM-1022
3015621,2025-10-05,1,10021,ITM-1054
3015622,2025-04-20,4,10001,ITM-1085
3015623,2024-12-18,3,10112,ITM-1091
3015624,2024-07-12,3,10282,ITM-1033
3015625,2025-05-06,2,10199,ITM-1029
3015626,2026-02-14,2,10094,ITM-1052
3015627,2024-04-02,4,10016,ITM-1055
3015628,2026-02-16,3,10254,ITM-1066
3015629,2024-12-26,5,10250,ITM-1065
3015630,2025-10-06,3,10369,ITM-1075
3015631,2024-07-30,3,10236,ITM-1068
3015632,2024-10-25,5,10213,ITM-1016
3015633,2025-10-29,3,10141,ITM-1074
3015634,2025-09-01,3,10491,ITM-1042
3015635,2026-01-16,2,10022,ITM-1109
3015636,2024-08-17,1,10206,ITM-1010
3015637,2025-06-27,4,10459,ITM-1093
3015638,2025-07-22,5,10224,ITM-1053
3015639,2026-02-28,2,10240,ITM-1014
3015640,2025-06-19,3,10152,ITM-1037
3015641,2024-12-21,2,10473,ITM-1050
3015642,2024-11-14,3,10425,ITM-1089
3015643,2025-05-28,5,10128,ITM-1103
3015644,2025-11-01,2,10039,ITM-1092
3015645,2024-08-14,2,10261,ITM-1000
3015646,2025-08-18,3,10334,ITM-1037
3015647,2024-06-06,2,10390,ITM-1069
3015648,2025-08-12,3,10148,ITM-1020
3015649,2025-05-05,3,10060,ITM-1003
3015650,2024-06-20,1,10228,ITM-1080
3015651,2025-04-12,5,10046,ITM-1026
3015652,2025-09-09,5,10301,ITM-1085
3015653,2025-09-22,2,10233,ITM-1070
3015654,2025-09-01,1,10109,ITM-1108
3015655,2025-01-05,4,10395,ITM-1043
3015656,2026-02-13,2,10081,ITM-1027
3015657,2025-12-23,1,10231,ITM-1099
3015658,2026-02-16,1,10487,ITM-1014
3015659,2024-07-23,5,10087,ITM-1017
3015660,2024-12-21,4,10504,ITM-1013
3015661,2024-12-16,3,10444,ITM-1041
3015662,2025-05-10,4,10296,ITM-1035
3015663,2025-05-17,1,10251,ITM-1086
3015664,2025-06-18,2,10373,ITM-1043
3015665,2025-02-01,2,10185,ITM-1056
3015666,2026-01-11,3,10465,ITM-1102
3015667,2025-03-03,1,10233,ITM-1028
3015668,2025-04-26,1,10141,ITM-1016
3015669,2025-11-07,4,10012,ITM-1026
3015670,2025-06-02,2,10086,ITM-1015
3015671,2025-01-07,4,10237,ITM-1048
3015672,2025-04-02,2,10376,ITM-1101
3015673,2025-03-27,3,10125,ITM-1061
3015674,2024-05-28,5,10453,ITM-1075
3015675,2024-12-21,1,10347,ITM-1031
3015676,2024-04-09,3,10436,ITM-1040
3015677,2025-07-03,3,10387,ITM-1109
3015678,2026-02-22,2,10080,ITM-1001
3015679,2024-11-04,1,10367,ITM-1035
3015680,2024-08-09,1,10306,ITM-1076
3015681,2026-01-21,2,10288,ITM-1054
3015682,2024-06-15,3,10474,ITM-1080
3015683,2024-06-09,2,10266,ITM-1046
3015684,2025-02-06,3,10178,ITM-1082
3015685,2025-02-17,5,10249,ITM-1102
3015686,2025-10-16,3,10208,ITM-1101
3015687,2024-08-01,3,10503,ITM-1062
3015688,2024-11-01,4,10273,ITM-1020
3015689,2024-05-04,5,10438,ITM-1036
3015690,2025-09-20,5,10098,ITM-1065
3015691,2024-08-19,2,10063,ITM-1072
3015692,2024-12-17,5,10027,ITM-1007
3015693,2025-06-05,3,10165,ITM-1009
3015694,2024-05-13,5,10317,ITM-1034
3015695,2025-03-14,1,10033,ITM-1062
3015696,2024-04-02,5,10229,ITM-1061
3015697,2024-11-05,1,10134,ITM-1003
3015698,2026-03-02,1,10474,ITM-1093
3015699,2025-11-05,5,10034,ITM-1046
3015700,2025-03-15,1,10163,ITM-1086
3015701,2025-04-24,5,10093,ITM-1029
3015702,2026-01-28,3,10236,ITM-1059
3015703,2025-09-18,5,10169,ITM-1048
3015704,2024-06-16,2,10092,ITM-1107
3015705,2025-05-11,3,10217,ITM-1023
3015706,2025-12-20,2,10354,ITM-1073
3015707,2025-07-12,3,10375,ITM-1045
3015708,2025-04-19,1,10198,ITM-1091
3015709,2026-03-15,1,10425,ITM-1063
3015710,2025-12-02,2,10106,ITM-1054
3015711,2024-10-23,1,10282,ITM-1023
3015712,2025-05-08,5,10189,ITM-1035
3015713,2024-06-05,4,10226,ITM-1010
3015714,2024-06-27,4,10084,ITM-1069
3015715,2024-03-23,4,10278,ITM-1101
3015716,2024-04-29,2,10124,ITM-1025
3015717,2026-03-16,2,10034,ITM-1055
3015718,2024-09-26,5,10252,ITM-1061
3015719,2024-10-04,3,10108,ITM-1084
3015720,2024-11-12,4,10047,ITM-1048
3015721,2024-09-16,1,10353,ITM-1051
3015722,2024-06-21,1,10016,ITM-1060
3015723,2025-04-27,4,10028,ITM-1062
3015724,2025-02-17,3,10433,ITM-1002
3015725,2025-06-16,3,10129,ITM-1015
3015726,2025-11-09,1,10499,ITM-1030
3015727,2025-01-31,4,10175,ITM-1077
3015728,2025-01-30,1,10103,ITM-1062
3015729,2025-08-22,3,10068,ITM-1085
3015730,2025-05-09,1,10050,ITM-1039
3015731,2025-04-17,2,10167,ITM-1079
3015732,2024-05-13,4,10141,ITM-1006
3015733,2024-05-06,1,10010,ITM-1044
3015734,2025-09-28,4,10343,ITM-1109
3015735,2025-01-14,4,10434,ITM-1109
3015736,2025-05-02,4,10439,ITM-1011
3015737,2024-10-01,5,10290,ITM-1030
3015738,2024-11-10,5,10023,ITM-1107
3015739,2024-09-07,4,10433,ITM-1028
3015740,2025-11-23,1,10341,ITM-1046
3015741,2025-07-14,5,10319,ITM-1075
3015742,2024-03-27,5,10477,ITM-1010
3015743,2025-03-27,1,10255,ITM-1038
3015744,2024-09-26,1,10285,ITM-1019
3015745,2025-03-13,3,10163,ITM-1001
3015746,2025-07-28,4,10421,ITM-1069
3015747,2026-02-16,4,10053,ITM-1039
3015748,2025-06-08,3,10150,ITM-1005
3015749,2025-08-08,2,10154,ITM-1013
3015750,2024-10-16,1,10381,ITM-1041
3015751,2025-03-23,5,10202,ITM-1081
3015752,2024-11-03,4,10406,ITM-1029
3015753,2024-10-18,5,10375,ITM-1022
3015754,2025-03-18,3,10008,ITM-1073
3015755,2024-12-18,1,10454,ITM-1006
3015756,2024-05-02,5,10406,ITM-1010
3015757,2024-12-04,2,10447,ITM-1095
3015758,2024-04-30,1,10502,ITM-1043
3015759,2025-01-19,1,10309,ITM-1019
3015760,2025-09-02,5,10480,ITM-1035
3015761,2025-12-07,1,10019,ITM-1038
3015762,2024-07-31,5,10292,ITM-1082
3015763,2025-01-07,4,10131,ITM-1031
3015764,2024-09-07,2,10189,ITM-1054
3015765,2025-09-10,3,10054,ITM-1086
3015766,2025-01-06,2,10287,ITM-1096
3015767,2024-07-09,3,10278,ITM-1106
3015768,2024-09-19,5,10048,ITM-1054
3015769,2025-05-13,2,10209,ITM-1030
3015770,2026-01-23,5,10030,ITM-1006
3015771,2025-06-16,5,10330,ITM-1070
3015772,2025-06-30,5,10449,ITM-1010
3015773,2025-04-11,1,10025,ITM-1027
3015774,2025-10-04,4,10490,ITM-1009
3015775,2025-09-18,3,10325,ITM-1096
3015776,2024-11-05,1,10450,ITM-1080
3015777,2025-03-12,1,10231,ITM-1011
3015778,2025-07-29,3,10458,ITM-1065
3015779,2024-03-31,5,10428,ITM-1087
3015780,2025-01-21,5,10114,ITM-1028
3015781,2025-12-09,5,10142,ITM-1001
3015782,2025-07-05,5,10398,ITM-1091
3015783,2024-07-01,3,10036,ITM-1023
3015784,2025-12-08,1,10182,ITM-1088
3015785,2025-05-04,4,10445,ITM-1070
3015786,2025-07-09,4,10121,ITM-1056
3015787,2025-03-15,1,10419,ITM-1084
3015788,2025-11-07,5,10134,ITM-1057
3015789,2025-04-16,4,10507,ITM-1090
3015790,2025-12-14,1,10205,ITM-1039
3015791,2025-11-11,4,10491,ITM-1081
3015792,2024-09-20,5,10494,ITM-1074
3015793,2024-12-19,5,10008,ITM-1060
3015794,2024-05-10,2,10388,ITM-1076
3015795,2025-04-03,5,10423,ITM-1036
3015796,2025-06-21,1,10013,ITM-1009
3015797,2024-08-18,2,10298,ITM-1053
3015798,2025-01-30,5,10379,ITM-1017
3015799,2024-10-01,4,10240,ITM-1022
3015800,2025-11-17,1,10182,ITM-1100
3015801,2025-09-07,3,10010,ITM-1056
3015802,2025-03-05,3,10389,ITM-1030
3015803,2025-08-13,1,10101,ITM-1049
3015804,2025-01-19,5,10286,ITM-1081
3015805,2024-10-01,5,10301,ITM-1090
3015806,2024-11-15,2,10226,ITM-1048
3015807,2025-11-23,5,10145,ITM-1104
3015808,2025-03-02,1,10117,ITM-1019
3015809,2025-01-28,4,10463,ITM-1023
3015810,2024-05-17,3,10182,ITM-1054
3015811,2025-09-21,5,10203,ITM-1017
3015812,2024-07-04,4,10209,ITM-1088
3015813,2024-12-01,1,10139,ITM-1038
3015814,2025-12-17,5,10283,ITM-1052
3015815,2025-10-27,3,10313,ITM-1039
3015816,2025-01-26,2,10146,ITM-1106
3015817,2025-07-04,5,10030,ITM-1035
3015818,2024-05-07,1,10039,ITM-1067
3015819,2024-06-04,4,10163,ITM-1038
3015820,2025-08-16,4,10173,ITM-1085
3015821,2024-09-22,3,10202,ITM-1051
3015822,2024-07-28,3,10477,ITM-1107
3015823,2025-09-16,3,10051,ITM-1088
3015824,2024-08-18,4,10297,ITM-1025
3015825,2024-09-30,5,10010,ITM-1045
3015826,2024-10-05,2,10257,ITM-1050
3015827,2024-04-12,4,10192,ITM-1085
3015828,2024-07-17,3,10097,ITM-1001
3015829,2024-05-03,2,10503,ITM-1018
3015830,2024-03-21,5,10224,ITM-1059
3015831,2025-09-13,1,10355,ITM-1022
3015832,2024-04-05,2,10266,ITM-1037
3015833,2025-05-14,5,10230,ITM-1064
3015834,2025-08-22,5,10305,ITM-1070
3015835,2024-04-11,5,10476,ITM-1035
3015836,2026-03-14,1,10131,ITM-1085
3015837,2026-03-16,2,10027,ITM-1040
3015838,2026-03-15,5,10015,ITM-1071
3015839,2025-11-26,3,10158,ITM-1066
3015840,2024-08-19,1,10359,ITM-1068
3015841,2025-06-25,2,10118,ITM-1041
3015842,2025-01-27,2,10277,ITM-1095
3015843,2025-06-17,1,10130,ITM-1086
3015844,2024-08-17,5,10257,ITM-1048
3015845,2024-12-07,1,10171,ITM-1076
3015846,2025-07-05,1,10143,ITM-1025
3015847,2025-09-26,2,10173,ITM-1053
3015848,2024-12-14,5,10051,ITM-1010
3015849,2025-05-07,5,10200,ITM-1090
3015850,2025-02-14,3,10091,ITM-1108
3015851,2025-06-08,1,10457,ITM-1015
3015852,2025-03-07,1,10034,ITM-1030
3015853,2026-02-04,3,10344,ITM-1000
3015854,2025-05-20,1,10092,ITM-1070
3015855,2024-06-12,2,10128,ITM-1088
3015856,2026-01-23,4,10467,ITM-1037
3015857,2025-04-04,5,10480,ITM-1093
3015858,2024-04-22,5,10167,ITM-1001
3015859,2024-06-21,4,10006,ITM-1030
3015860,2025-09-26,2,10061,ITM-1092
3015861,2026-02-28,1,10113,ITM-1076
3015862,2025-01-09,2,10377,ITM-1025
3015863,2025-06-12,1,10270,ITM-1014
3015864,2024-11-27,1,10106,ITM-1064
3015865,2025-02-26,4,10270,ITM-1030
3015866,2025-03-11,1,10247,ITM-1106
3015867,2025-07-13,1,10126,ITM-1028
3015868,2025-10-20,2,10251,ITM-1005
3015869,2024-04-17,1,10403,ITM-1049
3015870,2024-11-08,5,10145,ITM-1101
3015871,2025-11-02,3,10383,ITM-1088
3015872,2025-04-09,3,10109,ITM-1059
3015873,2024-09-16,3,10363,ITM-1078
3015874,2024-05-15,1,10278,ITM-1076
3015875,2025-08-09,3,10448,ITM-1035
3015876,2025-09-18,3,10501,ITM-1046
3015877,2025-03-10,2,10393,ITM-1049
3015878,2025-07-02,4,10428,ITM-1006
3015879,2024-05-01,1,10410,ITM-1015
3015880,2025-02-27,1,10368,ITM-1026
3015881,2025-11-17,2,10257,ITM-1010
3015882,2024-11-27,1,10321,ITM-1036
3015883,2025-06-02,3,10497,ITM-1043
3015884,2024-06-26,5,10025,ITM-1005
3015885,2024-12-11,1,10466,ITM-1045
3015886,2025-11-02,2,10226,ITM-1046
3015887,2025-03-27,5,10052,ITM-1072
3015888,2025-04-07,5,10069,ITM-1046
3015889,2026-01-17,3,10352,ITM-1088
3015890,2025-05-14,5,10401,ITM-1009
3015891,2025-09-16,4,10042,ITM-1025
3015892,2025-05-24,5,10037,ITM-1024
3015893,2026-02-17,1,10244,ITM-1038
3015894,2024-04-16,2,10375,ITM-1005
3015895,2026-01-13,5,10494,ITM-1035
3015896,2026-02-09,2,10171,ITM-1063
3015897,2025-07-19,5,10270,ITM-1029
3015898,2024-12-25,1,10081,ITM-1071
3015899,2026-03-18,2,10378,ITM-1046
3015900,2025-12-17,2,10125,ITM-1109
3015901,2025-06-13,4,10443,ITM-1025
3015902,2025-05-15,4,10038,ITM-1067
3015903,2025-03-22,4,10408,ITM-1005
3015904,2024-10-06,4,10019,ITM-1050
3015905,2026-01-24,1,10399,ITM-1057
3015906,2025-07-18,3,10343,ITM-1064
3015907,2024-12-07,4,10428,ITM-1060
3015908,2024-10-19,3,10349,ITM-1047
3015909,2026-03-17,4,10320,ITM-1057
3015910,2024-03-20,2,10383,ITM-1056
3015911,2024-07-11,2,10219,ITM-1086
3015912,2025-03-20,4,10111,ITM-1068
3015913,2025-02-23,5,10364,ITM-1081
3015914,2026-03-02,1,10318,ITM-1047
3015915,2026-02-07,2,10191,ITM-1065
3015916,2024-05-12,2,10442,ITM-1084
3015917,2025-11-23,4,10387,ITM-1090
3015918,2025-01-16,3,10091,ITM-1056
3015919,2025-06-15,3,10256,ITM-1061
3015920,2025-06-18,1,10389,ITM-1005
3015921,2024-04-22,5,10477,ITM-1038
3015922,2025-02-12,4,10023,ITM-1000
3015923,2025-11-20,4,10149,ITM-1088
3015924,2025-05-12,1,10169,ITM-1031
3015925,2026-03-15,5,10049,ITM-1010
3015926,2025-09-03,3,10075,ITM-1044
3015927,2024-04-03,2,10463,ITM-1043
3015928,2025-02-15,4,10082,ITM-1071
3015929,2024-06-21,4,10383,ITM-1008
3015930,2025-06-23,1,10131,ITM-1046
3015931,2024-05-07,4,10380,ITM-1058
3015932,2025-01-28,5,10383,ITM-1038
3015933,2025-01-08,4,10322,ITM-1056
3015934,2025-12-02,2,10311,ITM-1100
3015935,2024-07-07,5,10473,ITM-1054
3015936,2024-05-02,5,10087,ITM-1096
3015937,2025-04-05,1,10301,ITM-1093
3015938,2024-09-22,3,10209,ITM-1004
3015939,2024-09-17,4,10437,ITM-1077
3015940,2024-06-30,3,10335,ITM-1069
3015941,2024-09-16,2,10377,ITM-1028
3015942,2025-09-21,1,10251,ITM-1044
3015943,2026-01-15,1,10162,ITM-1053
3015944,2024-09-27,2,10294,ITM-1065
3015945,2025-10-18,1,10010,ITM-1002
3015946,2025-11-01,5,10054,ITM-1012
3015947,2025-01-17,3,10413,ITM-1065
3015948,2025-05-12,1,10175,ITM-1057
3015949,2025-10-03,4,10119,ITM-1081
3015950,2024-04-16,3,10245,ITM-1096
3015951,2025-03-09,5,10186,ITM-1010
3015952,2025-04-24,3,10386,ITM-1057
3015953,2025-04-04,1,10340,ITM-1055
3015954,2025-11-04,5,10453,ITM-1007
3015955,2026-01-07,5,10199,ITM-1072
3015956,2024-11-11,5,10190,ITM-1095
3015957,2024-06-28,5,10470,ITM-1009
3015958,2026-02-23,2,10031,ITM-1101
3015959,2024-09-17,3,10146,ITM-1025
3015960,2025-10-30,5,10247,ITM-1002
3015961,2024-10-08,3,10226,ITM-1045
3015962,2025-09-11,4,10411,ITM-1093
3015963,2025-11-28,3,10331,ITM-1018
3015964,2026-02-02,5,10434,ITM-1100
3015965,2024-04-29,2,10017,ITM-1042
3015966,2025-12-02,3,10374,ITM-1060
3015967,2025-07-13,3,10207,ITM-1013
3015968,2025-01-30,5,10075,ITM-1051
3015969,2026-03-04,3,10285,ITM-1065
3015970,2026-02-04,1,10473,ITM-1011
3015971,2024-11-03,3,10146,ITM-1028
3015972,2026-02-25,1,10506,ITM-1097
3015973,2024-10-01,2,10278,ITM-1067
3015974,2024-12-29,5,10040,ITM-1096
3015975,2025-03-02,1,10220,ITM-1067
3015976,2025-10-31,5,10291,ITM-1006
3015977,2025-07-14,2,10057,ITM-1091
3015978,2025-01-07,1,10460,ITM-1011
3015979,2024-07-03,1,10346,ITM-1031
3015980,2025-01-08,2,10386,ITM-1057
3015981,2024-07-19,4,10486,ITM-1040
3015982,2024-05-01,5,10056,ITM-1053
3015983,2025-01-12,2,10099,ITM-1074
3015984,2026-01-08,2,10180,ITM-1013
3015985,2024-07-08,1,10071,ITM-1041
3015986,2024-07-10,3,10442,ITM-1048
3015987,2025-02-06,4,10430,ITM-1042
3015988,2025-11-07,4,10352,ITM-1077
3015989,2025-08-03,1,10024,ITM-1056
3015990,2024-12-18,1,10169,ITM-1018
3015991,2025-11-25,5,10387,ITM-1098
3015992,2026-01-13,3,10294,ITM-1046
3015993,2025-11-18,2,10033,ITM-1098
3015994,2024-08-12,3,10251,ITM-1109
3015995,2024-06-29,2,10417,ITM-1103
3015996,2026-02-09,5,10118,ITM-1042
3015997,2025-11-02,5,10110,ITM-1094
3015998,2025-05-29,5,10108,ITM-1103
3015999,2025-03-02,4,10391,ITM-1006
3016000,2024-07-30,2,10502,ITM-1028
3016001,2024-04-22,2,10030,ITM-1094
3016002,2025-08-15,1,10288,ITM-1083
3016003,2025-05-21,1,10463,ITM-1105
3016004,2024-07-22,3,10391,ITM-1004
3016005,2025-09-11,5,10078,ITM-1001
3016006,2024-04-28,5,10107,ITM-1019
3016007,2025-12-20,5,10080,ITM-1030
3016008,2025-08-26,2,10267,ITM-1088
3016009,2025-09-21,3,10240,ITM-1076
3016010,2024-04-28,5,10341,ITM-1091
3016011,2026-02-14,3,10507,ITM-1068
3016012,2025-06-21,4,10481,ITM-1092
3016013,2025-12-05,5,10328,ITM-1070
3016014,2024-08-22,2,10392,ITM-1090
3016015,2025-01-03,3,10310,ITM-1094
3016016,2025-08-01,4,10312,ITM-1066
3016017,2026-03-14,1,10278,ITM-1052
3016018,2025-03-25,5,10412,ITM-1069
3016019,2024-04-23,2,10231,ITM-1094
3016020,2025-01-11,2,10335,ITM-1023
3016021,2026-03-11,3,10280,ITM-1040
3016022,2025-08-08,3,10375,ITM-1041
3016023,2025-06-20,4,10243,ITM-1092
3016024,2024-09-08,3,10260,ITM-1024
3016025,2024-11-30,1,10490,ITM-1065
3016026,2024-11-27,5,10089,ITM-1058
3016027,2024-06-29,1,10081,ITM-1007
3016028,2024-06-08,4,10356,ITM-1080
3016029,2024-06-15,3,10328,ITM-1066
3016030,2025-05-28,5,10000,ITM-1086
3016031,2025-04-20,3,10035,ITM-1015
3016032,2025-10-19,2,10123,ITM-1046
3016033,2024-04-10,1,10293,ITM-1015
3016034,2024-05-02,4,10243,ITM-1014
3016035,2024-04-12,2,10167,ITM-1072
3016036,2024-09-07,5,10183,ITM-1092
3016037,2026-03-18,2,10083,ITM-1072
3016038,2024-12-29,3,10305,ITM-1040
3016039,2025-10-12,5,10228,ITM-1090
3016040,2026-02-19,4,10050,ITM-1061
3016041,2025-06-22,5,10094,ITM-1025
3016042,2024-07-19,1,10487,ITM-1047
3016043,2024-07-20,3,10471,ITM-1021
3016044,2024-11-27,5,10474,ITM-1050
3016045,2024-11-17,1,10437,ITM-1049
3016046,2026-01-28,2,10411,ITM-1006
3016047,2025-08-08,4,10366,ITM-1072
3016048,2024-06-07,1,10364,ITM-1099
3016049,2025-10-27,2,10334,ITM-1025
3016050,2025-07-20,3,10226,ITM-1037
3016051,2024-03-30,2,10086,ITM-1052
3016052,2025-01-27,3,10314,ITM-1032
3016053,2025-02-14,5,10220,ITM-1101
3016054,2024-12-29,2,10439,ITM-1078
3016055,2025-03-09,5,10227,ITM-1050
3016056,2025-10-22,5,10346,ITM-1088
3016057,2025-09-23,1,10278,ITM-1067
3016058,2025-01-02,4,10488,ITM-1046
3016059,2024-08-14,2,10363,ITM-1019
3016060,2024-05-10,1,10164,ITM-1061
3016061,2025-06-08,2,10481,ITM-1106
3016062,2025-11-14,5,10140,ITM-1015
3016063,2025-12-13,1,10017,ITM-1096
3016064,2024-10-06,5,10041,ITM-1034
3016065,2024-10-23,2,10061,ITM-1022
3016066,2024-08-18,1,10218,ITM-1075
3016067,2025-09-17,5,10252,ITM-1106
3016068,2025-02-12,2,10163,ITM-1020
3016069,2024-06-16,3,10043,ITM-1081
3016070,2024-10-04,4,10281,ITM-1039
3016071,2026-02-09,2,10361,ITM-1082
3016072,2025-01-24,3,10391,ITM-1061
3016073,2025-12-20,1,10049,ITM-1109
3016074,2025-10-31,4,10371,ITM-1046
3016075,2025-04-08,3,10032,ITM-1087
3016076,2026-03-02,1,10495,ITM-1103
3016077,2024-08-09,3,10286,ITM-1105
3016078,2024-08-13,3,10068,ITM-1102
3016079,2025-03-26,3,10300,ITM-1009
3016080,2024-11-19,1,10028,ITM-1086
3016081,2024-09-16,1,10298,ITM-1067
3016082,2024-05-27,4,10462,ITM-1062
3016083,2024-12-16,5,10298,ITM-1068
3016084,2025-08-07,5,10432,ITM-1001
3016085,2025-01-29,5,10197,ITM-1033
3016086,2025-05-10,1,10133,ITM-1029
3016087,2024-07-26,5,10111,ITM-1106
3016088,2024-11-18,5,10504,ITM-1076
3016089,2024-12-07,5,10448,ITM-1014
3016090,2026-02-15,2,10295,ITM-1039
3016091,2025-07-29,4,10371,ITM-1094
3016092,2024-08-04,4,10087,ITM-1062
3016093,2025-01-03,5,10156,ITM-1086
3016094,2026-02-23,2,10081,ITM-1036
3016095,2024-03-24,5,10304,ITM-1073
3016096,2024-03-21,4,10472,ITM-1084
3016097,2025-10-09,2,10293,ITM-1084
3016098,2025-06-24,4,10441,ITM-1101
3016099,2026-03-05,3,10233,ITM-1066
3016100,2026-03-11,4,10020,ITM-1039
3016101,2024-08-22,2,10509,ITM-1043
3016102,2024-05-09,1,10316,ITM-1081
3016103,2025-10-11,2,10000,ITM-1090
3016104,2025-04-17,1,10381,ITM-1015
3016105,2025-06-20,3,10331,ITM-1078
3016106,2025-11-02,1,10054,ITM-1092
3016107,2025-11-22,2,10168,ITM-1058
3016108,2025-09-04,2,10215,ITM-1065
3016109,2026-03-15,2,10106,ITM-1074
3016110,2024-07-16,1,10109,ITM-1093
